"RelativePath","SizeBytes","LastWriteTime","Classification","Destination"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/36_MULTI_PARTY_NETTING_ENGINE.md","2950","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/36_MULTI_PARTY_NETTING_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/37_COMMERCIAL_LIFECYCLE_AND_OFFERS.md","2100","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/37_COMMERCIAL_LIFECYCLE_AND_OFFERS.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/38_SUPPLEMENTAL_INVOICE_RULES.md","2205","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/38_SUPPLEMENTAL_INVOICE_RULES.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/39_ENTERPRISE_ADR_INDEX_M05_001_TO_M05_048.md","3942","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/39_ENTERPRISE_ADR_INDEX_M05_001_TO_M05_048.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/40_PRACTICAL_STATEMENT_EXAMPLES.md","3898","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/40_PRACTICAL_STATEMENT_EXAMPLES.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/41_FREEZE_CHECKLIST.md","1863","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/41_FREEZE_CHECKLIST.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/CHANGELOG.md","778","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/CHANGELOG.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/VERSION.md","445","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/VERSION.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/00_GENERIC_FRAMEWORK_CORRECTION_ADDENDUM.md","2228","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/00_GENERIC_FRAMEWORK_CORRECTION_ADDENDUM.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-001-TrustCase-as-Central-Entity.md","380","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-001-TrustCase-as-Central-Entity.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-002-Signal-Case-Decision-Enforcement-Separation.md","327","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-002-Signal-Case-Decision-Enforcement-Separation.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-003-Decision-Engine-Recommends.md","303","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-003-Decision-Engine-Recommends.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-004-No-Financial-Execution.md","281","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-004-No-Financial-Execution.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-005-Review-Removal-Requires-Policy-Violation.md","289","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-005-Review-Removal-Requires-Policy-Violation.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-006-Enforcement-Requires-CaseDecision.md","307","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-006-Enforcement-Requires-CaseDecision.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-007-Permanent-Ban-Requires-Owner-Approval.md","290","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-007-Permanent-Ban-Requires-Owner-Approval.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-008-Lineage-over-Mutation.md","314","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-008-Lineage-over-Mutation.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-009-Configuration-Follows-CCS.md","272","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-009-Configuration-Follows-CCS.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-010-Events-Follow-CES.md","257","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ADR/ADR-010-Events-Follow-CES.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/API_CONTRACTS.md","2354","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/API_CONTRACTS.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/APPEAL_REOPEN_MODEL.md","1293","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/APPEAL_REOPEN_MODEL.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/BUSINESS_RULES.md","2350","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/BUSINESS_RULES.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/CONFIGURATION_CATALOG.md","2479","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/CONFIGURATION_CATALOG.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/CORE_STANDARDS/CCS_v1.0.md","435","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/CORE_STANDARDS/CCS_v1.0.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/CORE_STANDARDS/CES_v1.0.md","510","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/CORE_STANDARDS/CES_v1.0.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/CROSS_MODULE_CONTRACTS.md","1685","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/CROSS_MODULE_CONTRACTS.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/DECISION_ENGINE.md","1650","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/DECISION_ENGINE.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/DOMAIN_MODEL.md","1369","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/DOMAIN_MODEL.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ENFORCEMENT_MODEL.md","1848","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ENFORCEMENT_MODEL.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ERROR_CATALOG.md","730","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/ERROR_CATALOG.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/EVENT_CATALOG.md","2286","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/EVENT_CATALOG.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/FREEZE.md","970","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/FREEZE.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/IMPLEMENTATION_SPEC.md","791","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/IMPLEMENTATION_SPEC.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/MODULE_SPEC.md","1078","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/MODULE_SPEC.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/PERMISSION_MATRIX.md","2651","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/PERMISSION_MATRIX.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/README.md","1709","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/README.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/REPORTING_MODEL.md","1362","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/REPORTING_MODEL.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/SENIOR_REFERENCE_MAPPING.md","954","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/SENIOR_REFERENCE_MAPPING.md"
"module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/STATE_MACHINES.md","1763","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_06_Trust_Quality_Governance_Engine_v1_0_ENTERPRISE/STATE_MACHINES.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/00_GENERIC_FRAMEWORK_CORRECTION_ADDENDUM.md","2228","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/00_GENERIC_FRAMEWORK_CORRECTION_ADDENDUM.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/01_Master_Architecture.md","5385","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/01_Master_Architecture.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/02_Domain_Model.md","8320","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/02_Domain_Model.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/03_Communication_Rule_Model.md","5379","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/03_Communication_Rule_Model.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/04_Event_Catalog.md","5082","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/04_Event_Catalog.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/05_Configuration_Catalog.md","6730","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/05_Configuration_Catalog.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/06_Audience_Resolver.md","1828","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/06_Audience_Resolver.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/07_Channel_Resolver.md","1494","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/07_Channel_Resolver.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/08_Template_Engine.md","1544","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/08_Template_Engine.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/09_Provider_Abstraction.md","1321","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/09_Provider_Abstraction.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/10_Delivery_Tracking.md","1274","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/10_Delivery_Tracking.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/11_Inbox_Engine.md","1070","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/11_Inbox_Engine.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/12_Conversation_Engine.md","1067","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/12_Conversation_Engine.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/13_Reminder_Engine.md","1050","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/13_Reminder_Engine.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/14_Announcement_System.md","915","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/14_Announcement_System.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/15_Campaign_Engine.md","986","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/15_Campaign_Engine.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/16_User_Preferences.md","1179","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/16_User_Preferences.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/17_Retry_Fallback_Escalation.md","1206","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/17_Retry_Fallback_Escalation.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/18_Audit_Timeline.md","1125","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/18_Audit_Timeline.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/19_Security_Privacy.md","1112","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/19_Security_Privacy.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/20_Cross_Module_Contracts.md","1662","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/20_Cross_Module_Contracts.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/21_Dependency_Map.md","1065","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/21_Dependency_Map.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/22_Event_Flow_Diagrams.md","1180","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/22_Event_Flow_Diagrams.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/23_State_Machines.md","1164","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/23_State_Machines.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/24_Entity_Relationships.md","1269","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/24_Entity_Relationships.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/25_Extensibility_Guide.md","1129","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/25_Extensibility_Guide.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/26_Architecture_Principles.md","1174","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/26_Architecture_Principles.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/27_Enterprise_Checklist.md","1204","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/27_Enterprise_Checklist.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/28_Module_Freeze_Report.md","2030","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/28_Module_Freeze_Report.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/CHANGELOG.md","1150","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/CHANGELOG.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/README.md","3975","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/README.md"
"module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/VERSION.md","517","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_07_Communication_Orchestration_Engine_v1_0/VERSION.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/00_GENERIC_FRAMEWORK_CORRECTION_ADDENDUM.md","2228","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/00_GENERIC_FRAMEWORK_CORRECTION_ADDENDUM.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/00_READ_FIRST/README.md","2373","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/00_READ_FIRST/README.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/01_SPEC/Module_08_Enterprise_Specification.md","5589","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/01_SPEC/Module_08_Enterprise_Specification.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/02_ARCHITECTURE/Component_Architecture.md","3163","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/02_ARCHITECTURE/Component_Architecture.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/02_ARCHITECTURE/Dependency_Map.md","1769","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/02_ARCHITECTURE/Dependency_Map.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/03_MODELS/Canonical_Data_Model.md","3595","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/03_MODELS/Canonical_Data_Model.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/03_MODELS/Profile_Model.md","2208","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/03_MODELS/Profile_Model.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/03_MODELS/Role_Permission_Model.md","2279","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/03_MODELS/Role_Permission_Model.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/04_WORKFLOWS/Registration_Onboarding_Workflows.md","2571","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/04_WORKFLOWS/Registration_Onboarding_Workflows.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/04_WORKFLOWS/Trusted_Person_Order_Scoped_Access.md","1751","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/04_WORKFLOWS/Trusted_Person_Order_Scoped_Access.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/05_POLICIES/Access_Policies.md","2041","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/05_POLICIES/Access_Policies.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/05_POLICIES/Impersonation_Emergency_Access.md","1104","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/05_POLICIES/Impersonation_Emergency_Access.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/06_EVENTS/Event_Catalog_CES_v1.md","2854","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/06_EVENTS/Event_Catalog_CES_v1.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/06_EVENTS/Event_Schemas.md","1707","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/06_EVENTS/Event_Schemas.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/07_CONFIG/CCS_Configuration_Catalog.md","3530","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/07_CONFIG/CCS_Configuration_Catalog.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/08_CONTRACTS/Cross_Module_Contracts.md","1980","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/08_CONTRACTS/Cross_Module_Contracts.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/08_CONTRACTS/Public_API_Contracts.md","2002","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/08_CONTRACTS/Public_API_Contracts.md"
